# STN;HH;YYYYMMDD;T
260;17;20230623;246
260;18;20230623;236
260;19;20230623;224
260;20;20230623;194
260;21;20230623;170
260;22;20230623;160
260;23;20230623;153
260;24;20230623;149
260;1;20230624;144
260;2;20230624;137
260;3;20230624;132
260;4;20230624;130
260;5;20230624;159
260;6;20230624;195
260;7;20230624;209
260;8;20230624;223
260;9;20230624;235
260;10;20230624;249
260;11;20230624;257
260;12;20230624;259
260;13;20230624;261
260;14;20230624;276
260;15;20230624;278
260;16;20230624;276
260;17;20230624;260
260;18;20230624;252
260;19;20230624;242
260;20;20230624;224
260;21;20230624;193
260;22;20230624;177
260;23;20230624;172
260;24;20230624;167
260;1;20230625;167
260;2;20230625;172
260;3;20230625;166
260;4;20230625;161
260;5;20230625;194
260;6;20230625;218
260;7;20230625;238
260;8;20230625;253
260;9;20230625;270
260;10;20230625;278
260;11;20230625;295
260;12;20230625;295
260;13;20230625;302
260;14;20230625;306
260;15;20230625;305
260;16;20230625;309
260;17;20230625;307
260;18;20230625;300
260;19;20230625;289
260;20;20230625;258
260;21;20230625;216
260;22;20230625;200
260;23;20230625;200
260;24;20230625;192
260;1;20230626;225
260;2;20230626;210
260;3;20230626;202
260;4;20230626;195
260;5;20230626;191
260;6;20230626;199
260;7;20230626;198
260;8;20230626;204
260;9;20230626;198
260;10;20230626;205
260;11;20230626;208
260;12;20230626;207
260;13;20230626;205
260;14;20230626;207
260;15;20230626;213
260;16;20230626;207
260;17;20230626;197
260;18;20230626;199
260;19;20230626;188
260;20;20230626;176
260;21;20230626;158
260;22;20230626;144
260;23;20230626;135
260;24;20230626;134
260;1;20230627;141
260;2;20230627;132
260;3;20230627;129
260;4;20230627;135
260;5;20230627;156
260;6;20230627;175
260;7;20230627;194
260;8;20230627;201
260;9;20230627;196
260;10;20230627;200
260;11;20230627;202
260;12;20230627;211
260;13;20230627;209
260;14;20230627;213
260;15;20230627;209
260;16;20230627;201
260;17;20230627;196
260;18;20230627;188
260;19;20230627;183
260;20;20230627;170
260;21;20230627;158
260;22;20230627;151
260;23;20230627;146
260;24;20230627;144
260;1;20230628;146
260;2;20230628;146
260;3;20230628;142
260;4;20230628;143
260;5;20230628;147
260;6;20230628;151
260;7;20230628;154
260;8;20230628;161
260;9;20230628;169
260;10;20230628;182
260;11;20230628;203
260;12;20230628;218
260;13;20230628;208
260;14;20230628;209
260;15;20230628;209
260;16;20230628;212
260;17;20230628;214
260;18;20230628;212
260;19;20230628;211
260;20;20230628;204
260;21;20230628;200
260;22;20230628;195
260;23;20230628;193
260;24;20230628;179
260;1;20230629;179
260;2;20230629;180
260;3;20230629;179
260;4;20230629;183
260;5;20230629;188
260;6;20230629;191
260;7;20230629;193
260;8;20230629;197
260;9;20230629;216
260;10;20230629;216
260;11;20230629;227
260;12;20230629;216
260;13;20230629;221
260;14;20230629;227
260;15;20230629;210
260;16;20230629;192
260;17;20230629;175
260;18;20230629;163
260;19;20230629;164
260;20;20230629;165
260;21;20230629;165
260;22;20230629;154
260;23;20230629;137
260;24;20230629;115
260;1;20230630;102
260;2;20230630;98
260;3;20230630;90
260;4;20230630;88
260;5;20230630;133
260;6;20230630;160
260;7;20230630;176
260;8;20230630;187
260;9;20230630;189
260;10;20230630;194
260;11;20230630;204
260;12;20230630;220
260;13;20230630;219
260;14;20230630;225
260;15;20230630;224
260;16;20230630;217
260;17;20230630;207
260;18;20230630;193
260;19;20230630;190
260;20;20230630;185
260;21;20230630;182
260;22;20230630;181
260;23;20230630;181
260;24;20230630;180
260;1;20230701;158
260;2;20230701;166
260;3;20230701;166
260;4;20230701;164
260;5;20230701;159
260;6;20230701;164
260;7;20230701;165
260;8;20230701;170
260;9;20230701;175
260;10;20230701;179
260;11;20230701;181
260;12;20230701;189
260;13;20230701;196
260;14;20230701;181
260;15;20230701;188
260;16;20230701;195
260;17;20230701;193
260;18;20230701;189
260;19;20230701;183
260;20;20230701;180
260;21;20230701;175
260;22;20230701;176
260;23;20230701;177
260;24;20230701;160
260;1;20230702;150
260;2;20230702;142
260;3;20230702;130
260;4;20230702;134
260;5;20230702;144
260;6;20230702;160
260;7;20230702;165
260;8;20230702;175
260;9;20230702;176
260;10;20230702;179
260;11;20230702;184
260;12;20230702;195
260;13;20230702;198
260;14;20230702;202
260;15;20230702;196
260;16;20230702;195
260;17;20230702;194
260;18;20230702;190
260;19;20230702;181
260;20;20230702;177
260;21;20230702;172
260;22;20230702;169
260;23;20230702;168
260;24;20230702;167
260;1;20230703;163
260;2;20230703;160
260;3;20230703;157
260;4;20230703;162
260;5;20230703;160
260;6;20230703;163
260;7;20230703;170
260;8;20230703;181
260;9;20230703;171
260;10;20230703;173
260;11;20230703;174
260;12;20230703;175
260;13;20230703;190
260;14;20230703;181
260;15;20230703;174
260;16;20230703;187
260;17;20230703;190
260;18;20230703;191
260;19;20230703;177
260;20;20230703;143
260;21;20230703;139
260;22;20230703;130
260;23;20230703;135
260;24;20230703;137
260;1;20230704;137
260;2;20230704;128
260;3;20230704;129
260;4;20230704;128
260;5;20230704;137
260;6;20230704;155
260;7;20230704;165
260;8;20230704;161
260;9;20230704;175
260;10;20230704;184
260;11;20230704;187
260;12;20230704;194
260;13;20230704;201
260;14;20230704;201
260;15;20230704;202
260;16;20230704;206
260;17;20230704;200
260;18;20230704;195
260;19;20230704;186
260;20;20230704;172
260;21;20230704;153
260;22;20230704;149
260;23;20230704;148
260;24;20230704;150
260;1;20230705;152
260;2;20230705;159
260;3;20230705;148
260;4;20230705;142
260;5;20230705;132
260;6;20230705;127
260;7;20230705;117
260;8;20230705;127
260;9;20230705;125
260;10;20230705;118
260;11;20230705;146
260;12;20230705;125
260;13;20230705;137
260;14;20230705;178
260;15;20230705;185
260;16;20230705;183
260;17;20230705;166
260;18;20230705;176
260;19;20230705;162
260;20;20230705;141
260;21;20230705;126
260;22;20230705;128
260;23;20230705;119
260;24;20230705;124
260;1;20230706;135
260;2;20230706;139
260;3;20230706;137
260;4;20230706;137
260;5;20230706;141
260;6;20230706;153
260;7;20230706;165
260;8;20230706;181
260;9;20230706;184
260;10;20230706;180
260;11;20230706;189
260;12;20230706;191
260;13;20230706;210
260;14;20230706;215
260;15;20230706;211
260;16;20230706;216
260;17;20230706;213
260;18;20230706;207
260;19;20230706;207
260;20;20230706;166
260;21;20230706;135
260;22;20230706;124
260;23;20230706;116
260;24;20230706;111
260;1;20230707;105
260;2;20230707;100
260;3;20230707;95
260;4;20230707;105
260;5;20230707;140
260;6;20230707;168
260;7;20230707;195
260;8;20230707;218
260;9;20230707;237
260;10;20230707;244
260;11;20230707;254
260;12;20230707;259
260;13;20230707;263
260;14;20230707;270
260;15;20230707;269
260;16;20230707;272
260;17;20230707;272
260;18;20230707;263
260;19;20230707;252
260;20;20230707;227
260;21;20230707;212
260;22;20230707;207
260;23;20230707;205
260;24;20230707;200
260;1;20230708;188
260;2;20230708;181
260;3;20230708;177
260;4;20230708;172
260;5;20230708;183
260;6;20230708;199
260;7;20230708;222
260;8;20230708;243
260;9;20230708;261
260;10;20230708;278
260;11;20230708;293
260;12;20230708;307
260;13;20230708;315
260;14;20230708;319
260;15;20230708;314
260;16;20230708;308
260;17;20230708;311
260;18;20230708;312
260;19;20230708;291
260;20;20230708;243
260;21;20230708;216
260;22;20230708;207
260;23;20230708;194
260;24;20230708;189
260;1;20230709;182
260;2;20230709;180
260;3;20230709;175
260;4;20230709;175
260;5;20230709;187
260;6;20230709;229
260;7;20230709;256
260;8;20230709;266
260;9;20230709;284
260;10;20230709;289
260;11;20230709;287
260;12;20230709;289
260;13;20230709;264
260;14;20230709;235
260;15;20230709;201
260;16;20230709;207
260;17;20230709;212
260;18;20230709;205
260;19;20230709;202
260;20;20230709;199
260;21;20230709;195
260;22;20230709;188
260;23;20230709;186
260;24;20230709;177
260;1;20230710;171
260;2;20230710;167
260;3;20230710;160
260;4;20230710;160
260;5;20230710;171
260;6;20230710;188
260;7;20230710;200
260;8;20230710;207
260;9;20230710;219
260;10;20230710;224
260;11;20230710;229
260;12;20230710;241
260;13;20230710;241
260;14;20230710;238
260;15;20230710;249
260;16;20230710;239
260;17;20230710;242
260;18;20230710;235
260;19;20230710;227
260;20;20230710;204
260;21;20230710;193
260;22;20230710;174
260;23;20230710;179
260;24;20230710;160
260;1;20230711;153
260;2;20230711;148
260;3;20230711;143
260;4;20230711;143
260;5;20230711;166
260;6;20230711;190
260;7;20230711;218
260;8;20230711;241
260;9;20230711;254
260;10;20230711;260
260;11;20230711;264
260;12;20230711;267
260;13;20230711;271
260;14;20230711;272
260;15;20230711;272
260;16;20230711;257
260;17;20230711;253
260;18;20230711;246
260;19;20230711;225
260;20;20230711;217
260;21;20230711;185
260;22;20230711;173
260;23;20230711;171
260;24;20230711;167
260;1;20230712;170
260;2;20230712;164
260;3;20230712;162
260;4;20230712;162
260;5;20230712;163
260;6;20230712;166
260;7;20230712;176
260;8;20230712;195
260;9;20230712;191
260;10;20230712;202
260;11;20230712;200
260;12;20230712;218
260;13;20230712;210
260;14;20230712;220
260;15;20230712;218
260;16;20230712;217
260;17;20230712;212
260;18;20230712;204
260;19;20230712;196
260;20;20230712;183
260;21;20230712;176
260;22;20230712;174
260;23;20230712;172
260;24;20230712;169
260;1;20230713;160
260;2;20230713;157
260;3;20230713;154
260;4;20230713;150
260;5;20230713;156
260;6;20230713;168
260;7;20230713;172
260;8;20230713;178
260;9;20230713;166
260;10;20230713;189
260;11;20230713;202
260;12;20230713;205
260;13;20230713;212
260;14;20230713;204
260;15;20230713;210
260;16;20230713;207
260;17;20230713;202
260;18;20230713;199
260;19;20230713;191
260;20;20230713;180
260;21;20230713;170
260;22;20230713;153
260;23;20230713;135
260;24;20230713;140
260;1;20230714;136
260;2;20230714;149
260;3;20230714;146
260;4;20230714;146
260;5;20230714;152
260;6;20230714;163
260;7;20230714;173
260;8;20230714;181
260;9;20230714;189
260;10;20230714;197
260;11;20230714;195
260;12;20230714;203
260;13;20230714;220
260;14;20230714;219
260;15;20230714;222
260;16;20230714;228
260;17;20230714;220
260;18;20230714;221
260;19;20230714;215
260;20;20230714;211
260;21;20230714;207
260;22;20230714;200
260;23;20230714;210
260;24;20230714;221
260;1;20230715;223
260;2;20230715;217
260;3;20230715;187
260;4;20230715;196
260;5;20230715;209
260;6;20230715;211
260;7;20230715;219
260;8;20230715;218
260;9;20230715;228
260;10;20230715;237
260;11;20230715;236
260;12;20230715;240
260;13;20230715;241
260;14;20230715;250
260;15;20230715;260
260;16;20230715;181
260;17;20230715;202
260;18;20230715;203
260;19;20230715;199
260;20;20230715;197
260;21;20230715;182
260;22;20230715;175
260;23;20230715;168
260;24;20230715;170
260;1;20230716;171
260;2;20230716;169
260;3;20230716;169
260;4;20230716;167
260;5;20230716;170
260;6;20230716;177
260;7;20230716;187
260;8;20230716;191
260;9;20230716;189
260;10;20230716;193
260;11;20230716;206
260;12;20230716;206
260;13;20230716;213
260;14;20230716;224
260;15;20230716;212
260;16;20230716;216
260;17;20230716;211
260;18;20230716;206
260;19;20230716;202
260;20;20230716;192
260;21;20230716;183
260;22;20230716;184
260;23;20230716;177
260;24;20230716;174
260;1;20230717;168
260;2;20230717;164
260;3;20230717;155
260;4;20230717;150
260;5;20230717;154
260;6;20230717;161
260;7;20230717;172
260;8;20230717;185
260;9;20230717;188
260;10;20230717;176
260;11;20230717;182
260;12;20230717;195
260;13;20230717;184
260;14;20230717;187
260;15;20230717;186
260;16;20230717;190
260;17;20230717;205
260;18;20230717;196
260;19;20230717;185
260;20;20230717;175
260;21;20230717;166
260;22;20230717;137
260;23;20230717;147
260;24;20230717;132
260;1;20230718;146
260;2;20230718;124
260;3;20230718;119
260;4;20230718;118
260;5;20230718;138
260;6;20230718;156
260;7;20230718;175
260;8;20230718;184
260;9;20230718;195
260;10;20230718;202
260;11;20230718;212
260;12;20230718;223
260;13;20230718;227
260;14;20230718;232
260;15;20230718;231
260;16;20230718;224
260;17;20230718;221
260;18;20230718;209
260;19;20230718;197
260;20;20230718;181
260;21;20230718;162
260;22;20230718;153
260;23;20230718;146
260;24;20230718;145
260;1;20230719;137
260;2;20230719;136
260;3;20230719;134
260;4;20230719;136
260;5;20230719;149
260;6;20230719;167
260;7;20230719;191
260;8;20230719;196
260;9;20230719;201
260;10;20230719;195
260;11;20230719;201
260;12;20230719;205
260;13;20230719;210
260;14;20230719;207
260;15;20230719;203
260;16;20230719;198
260;17;20230719;192
260;18;20230719;187
260;19;20230719;180
260;20;20230719;175
260;21;20230719;171
260;22;20230719;169
260;23;20230719;156
260;24;20230719;153
260;1;20230720;146
260;2;20230720;137
260;3;20230720;122
260;4;20230720;119
260;5;20230720;137
260;6;20230720;158
260;7;20230720;169
260;8;20230720;178
260;9;20230720;188
260;10;20230720;190
260;11;20230720;199
260;12;20230720;208
260;13;20230720;211
260;14;20230720;210
260;15;20230720;205
260;16;20230720;203
260;17;20230720;201
260;18;20230720;195
260;19;20230720;192
260;20;20230720;161
260;21;20230720;141
260;22;20230720;158
260;23;20230720;151
260;24;20230720;135
260;1;20230721;128
260;2;20230721;118
260;3;20230721;110
260;4;20230721;110
260;5;20230721;126
260;6;20230721;146
260;7;20230721;170
260;8;20230721;177
260;9;20230721;192
260;10;20230721;203
260;11;20230721;199
260;12;20230721;168
260;13;20230721;172
260;14;20230721;192
260;15;20230721;195
260;16;20230721;183
260;17;20230721;184
260;18;20230721;173
260;19;20230721;166
260;20;20230721;143
260;21;20230721;135
260;22;20230721;123
260;23;20230721;113
260;24;20230721;113
260;1;20230722;115
260;2;20230722;104
260;3;20230722;103
260;4;20230722;105
260;5;20230722;130
260;6;20230722;145
260;7;20230722;160
260;8;20230722;173
260;9;20230722;185
260;10;20230722;187
260;11;20230722;186
260;12;20230722;161
260;13;20230722;174
260;14;20230722;168
260;15;20230722;175
260;16;20230722;176
260;17;20230722;181
260;18;20230722;167
260;19;20230722;152
260;20;20230722;151
260;21;20230722;148
260;22;20230722;149
260;23;20230722;150
260;24;20230722;152
260;1;20230723;148
260;2;20230723;149
260;3;20230723;147
260;4;20230723;147
260;5;20230723;159
260;6;20230723;157
260;7;20230723;152
260;8;20230723;154
260;9;20230723;160
260;10;20230723;163
260;11;20230723;173
260;12;20230723;185
260;13;20230723;198
260;14;20230723;222
260;15;20230723;227
260;16;20230723;221
260;17;20230723;219
260;18;20230723;209
260;19;20230723;206
260;20;20230723;198
260;21;20230723;188
260;22;20230723;182
260;23;20230723;184
260;24;20230723;182
260;1;20230724;178
260;2;20230724;177
260;3;20230724;175
260;4;20230724;172
260;5;20230724;171
260;6;20230724;174
260;7;20230724;182
260;8;20230724;189
260;9;20230724;191
260;10;20230724;197
260;11;20230724;200
260;12;20230724;203
260;13;20230724;181
260;14;20230724;195
260;15;20230724;189
260;16;20230724;173
260;17;20230724;165
260;18;20230724;166
260;19;20230724;158
260;20;20230724;153
260;21;20230724;140
260;22;20230724;114
260;23;20230724;109
260;24;20230724;106
260;1;20230725;94
260;2;20230725;88
260;3;20230725;86
260;4;20230725;94
260;5;20230725;119
260;6;20230725;136
260;7;20230725;153
260;8;20230725;164
260;9;20230725;169
260;10;20230725;178
260;11;20230725;176
260;12;20230725;185
260;13;20230725;192
260;14;20230725;191
260;15;20230725;188
260;16;20230725;184
260;17;20230725;178
260;18;20230725;172
260;19;20230725;155
260;20;20230725;149
260;21;20230725;143
260;22;20230725;142
260;23;20230725;135
260;24;20230725;131
260;1;20230726;106
260;2;20230726;96
260;3;20230726;88
260;4;20230726;95
260;5;20230726;113
260;6;20230726;130
260;7;20230726;115
260;8;20230726;155
260;9;20230726;165
260;10;20230726;182
260;11;20230726;188
260;12;20230726;186
260;13;20230726;201
260;14;20230726;197
260;15;20230726;199
260;16;20230726;197
260;17;20230726;198
260;18;20230726;192
260;19;20230726;167
260;20;20230726;170
260;21;20230726;141
260;22;20230726;140
260;23;20230726;140
260;24;20230726;140
260;1;20230727;147
260;2;20230727;140
260;3;20230727;138
260;4;20230727;141
260;5;20230727;141
260;6;20230727;148
260;7;20230727;158
260;8;20230727;167
260;9;20230727;174
260;10;20230727;179
260;11;20230727;180
260;12;20230727;188
260;13;20230727;185
260;14;20230727;185
260;15;20230727;187
260;16;20230727;182
260;17;20230727;181
260;18;20230727;180
260;19;20230727;181
260;20;20230727;182
260;21;20230727;182
260;22;20230727;180
260;23;20230727;181
260;24;20230727;182
260;1;20230728;181
260;2;20230728;178
260;3;20230728;180
260;4;20230728;181
260;5;20230728;182
260;6;20230728;183
260;7;20230728;187
260;8;20230728;192
260;9;20230728;213
260;10;20230728;219
260;11;20230728;223
260;12;20230728;233
260;13;20230728;221
260;14;20230728;233
260;15;20230728;226
260;16;20230728;215
260;17;20230728;202
260;18;20230728;205
260;19;20230728;198
260;20;20230728;192
260;21;20230728;194
260;22;20230728;181
260;23;20230728;171
260;24;20230728;171
260;1;20230729;172
260;2;20230729;172
260;3;20230729;170
260;4;20230729;167
260;5;20230729;166
260;6;20230729;172
260;7;20230729;181
260;8;20230729;188
260;9;20230729;198
260;10;20230729;186
260;11;20230729;187
260;12;20230729;200
260;13;20230729;206
260;14;20230729;218
260;15;20230729;220
260;16;20230729;217
260;17;20230729;219
260;18;20230729;210
260;19;20230729;193
260;20;20230729;183
260;21;20230729;176
260;22;20230729;174
260;23;20230729;170
260;24;20230729;164
260;1;20230730;157
260;2;20230730;158
260;3;20230730;154
260;4;20230730;151
260;5;20230730;157
260;6;20230730;164
260;7;20230730;167
260;8;20230730;177
260;9;20230730;183
260;10;20230730;189
260;11;20230730;200
260;12;20230730;197
260;13;20230730;206
260;14;20230730;202
260;15;20230730;200
260;16;20230730;199
260;17;20230730;190
260;18;20230730;177
260;19;20230730;171
260;20;20230730;163
260;21;20230730;155
260;22;20230730;147
260;23;20230730;147
260;24;20230730;154
260;1;20230731;167
260;2;20230731;165
260;3;20230731;168
260;4;20230731;165
260;5;20230731;158
260;6;20230731;158
260;7;20230731;164
260;8;20230731;169
260;9;20230731;173
260;10;20230731;178
260;11;20230731;181
260;12;20230731;181
260;13;20230731;184
260;14;20230731;183
260;15;20230731;182
260;16;20230731;180
260;17;20230731;177
260;18;20230731;179
260;19;20230731;179
260;20;20230731;170
260;21;20230731;168
260;22;20230731;166
260;23;20230731;154
260;24;20230731;155
260;1;20230801;149
260;2;20230801;149
260;3;20230801;153
260;4;20230801;152
260;5;20230801;158
260;6;20230801;163
260;7;20230801;176
260;8;20230801;180
260;9;20230801;180
260;10;20230801;193
260;11;20230801;186
260;12;20230801;185
260;13;20230801;176
260;14;20230801;191
260;15;20230801;187
260;16;20230801;170
260;17;20230801;182
260;18;20230801;183
260;19;20230801;178
260;20;20230801;173
260;21;20230801;172
260;22;20230801;161
260;23;20230801;155
260;24;20230801;146
260;1;20230802;151
260;2;20230802;148
260;3;20230802;147
260;4;20230802;147
260;5;20230802;152
260;6;20230802;152
260;7;20230802;154
260;8;20230802;157
260;9;20230802;166
260;10;20230802;191
260;11;20230802;213
260;12;20230802;218
260;13;20230802;220
260;14;20230802;206
260;15;20230802;209
260;16;20230802;168
260;17;20230802;178
260;18;20230802;180
260;19;20230802;162
260;20;20230802;165
260;21;20230802;169
260;22;20230802;163
260;23;20230802;163
260;24;20230802;164
260;1;20230803;168
260;2;20230803;168
260;3;20230803;168
260;4;20230803;164
260;5;20230803;164
260;6;20230803;163
260;7;20230803;165
260;8;20230803;176
260;9;20230803;180
260;10;20230803;195
260;11;20230803;185
260;12;20230803;186
260;13;20230803;192
260;14;20230803;196
260;15;20230803;183
260;16;20230803;170
260;17;20230803;166
260;18;20230803;169
260;19;20230803;170
260;20;20230803;161
260;21;20230803;154
260;22;20230803;146
260;23;20230803;150
260;24;20230803;144
260;1;20230804;146
260;2;20230804;148
260;3;20230804;151
260;4;20230804;149
260;5;20230804;150
260;6;20230804;157
260;7;20230804;167
260;8;20230804;165
260;9;20230804;160
260;10;20230804;182
260;11;20230804;194
260;12;20230804;193
260;13;20230804;191
260;14;20230804;192
260;15;20230804;191
260;16;20230804;201
260;17;20230804;190
260;18;20230804;175
260;19;20230804;168
260;20;20230804;154
260;21;20230804;148
260;22;20230804;133
260;23;20230804;128
260;24;20230804;124
260;1;20230805;136
260;2;20230805;130
260;3;20230805;137
260;4;20230805;136
260;5;20230805;136
260;6;20230805;142
260;7;20230805;153
260;8;20230805;169
260;9;20230805;177
260;10;20230805;180
260;11;20230805;172
260;12;20230805;172
260;13;20230805;156
260;14;20230805;155
260;15;20230805;152
260;16;20230805;161
260;17;20230805;160
260;18;20230805;152
260;19;20230805;147
260;20;20230805;148
260;21;20230805;146
260;22;20230805;146
260;23;20230805;146
260;24;20230805;146
260;1;20230806;146
260;2;20230806;145
260;3;20230806;144
260;4;20230806;144
260;5;20230806;145
260;6;20230806;147
260;7;20230806;145
260;8;20230806;143
260;9;20230806;147
260;10;20230806;149
260;11;20230806;156
260;12;20230806;153
260;13;20230806;156
260;14;20230806;157
260;15;20230806;150
260;16;20230806;149
260;17;20230806;152
260;18;20230806;150
260;19;20230806;138
260;20;20230806;135
260;21;20230806;135
260;22;20230806;136
260;23;20230806;140
260;24;20230806;133
260;1;20230807;137
260;2;20230807;137
260;3;20230807;143
260;4;20230807;134
260;5;20230807;140
260;6;20230807;144
260;7;20230807;153
260;8;20230807;156
260;9;20230807;162
260;10;20230807;160
260;11;20230807;162
260;12;20230807;174
260;13;20230807;171
260;14;20230807;184
260;15;20230807;175
260;16;20230807;164
260;17;20230807;154
260;18;20230807;165
260;19;20230807;158
260;20;20230807;147
260;21;20230807;138
260;22;20230807;144
260;23;20230807;148
260;24;20230807;154
260;1;20230808;154
260;2;20230808;149
260;3;20230808;144
260;4;20230808;141
260;5;20230808;142
260;6;20230808;155
260;7;20230808;165
260;8;20230808;171
260;9;20230808;173
260;10;20230808;174
260;11;20230808;183
260;12;20230808;178
260;13;20230808;181
260;14;20230808;185
260;15;20230808;188
260;16;20230808;180
260;17;20230808;166
260;18;20230808;158
260;19;20230808;143
260;20;20230808;140
260;21;20230808;135
260;22;20230808;136
260;23;20230808;134
260;24;20230808;135
260;1;20230809;128
260;2;20230809;132
260;3;20230809;132
260;4;20230809;131
260;5;20230809;132
260;6;20230809;140
260;7;20230809;159
260;8;20230809;173
260;9;20230809;183
260;10;20230809;200
260;11;20230809;206
260;12;20230809;203
260;13;20230809;204
260;14;20230809;206
260;15;20230809;198
260;16;20230809;191
260;17;20230809;179
260;18;20230809;179
260;19;20230809;160
260;20;20230809;136
260;21;20230809;124
260;22;20230809;122
260;23;20230809;125
260;24;20230809;134
260;1;20230810;136
260;2;20230810;122
260;3;20230810;117
260;4;20230810;115
260;5;20230810;125
260;6;20230810;160
260;7;20230810;176
260;8;20230810;177
260;9;20230810;188
260;10;20230810;203
260;11;20230810;204
260;12;20230810;207
260;13;20230810;220
260;14;20230810;223
260;15;20230810;228
260;16;20230810;235
260;17;20230810;230
260;18;20230810;223
260;19;20230810;202
260;20;20230810;173
260;21;20230810;162
260;22;20230810;152
260;23;20230810;148
260;24;20230810;142
260;1;20230811;150
260;2;20230811;151
260;3;20230811;149
260;4;20230811;139
260;5;20230811;155
260;6;20230811;173
260;7;20230811;191
260;8;20230811;215
260;9;20230811;237
260;10;20230811;255
260;11;20230811;264
260;12;20230811;274
260;13;20230811;268
260;14;20230811;264
260;15;20230811;242
260;16;20230811;237
260;17;20230811;228
260;18;20230811;219
260;19;20230811;213
260;20;20230811;206
260;21;20230811;198
260;22;20230811;197
260;23;20230811;193
260;24;20230811;186
260;1;20230812;187
260;2;20230812;183
260;3;20230812;189
260;4;20230812;190
260;5;20230812;194
260;6;20230812;194
260;7;20230812;188
260;8;20230812;191
260;9;20230812;168
260;10;20230812;183
260;11;20230812;205
260;12;20230812;222
260;13;20230812;227
260;14;20230812;224
260;15;20230812;216
260;16;20230812;221
260;17;20230812;221
260;18;20230812;209
260;19;20230812;196
260;20;20230812;188
260;21;20230812;177
260;22;20230812;173
260;23;20230812;175
260;24;20230812;170
260;1;20230813;169
260;2;20230813;165
260;3;20230813;159
260;4;20230813;157
260;5;20230813;157
260;6;20230813;169
260;7;20230813;179
260;8;20230813;189
260;9;20230813;196
260;10;20230813;200
260;11;20230813;206
260;12;20230813;221
260;13;20230813;213
260;14;20230813;199
260;15;20230813;217
260;16;20230813;217
260;17;20230813;215
260;18;20230813;206
260;19;20230813;176
260;20;20230813;154
260;21;20230813;145
260;22;20230813;137
260;23;20230813;131
260;24;20230813;133
260;1;20230814;134
260;2;20230814;125
260;3;20230814;124
260;4;20230814;127
260;5;20230814;138
260;6;20230814;148
260;7;20230814;176
260;8;20230814;200
260;9;20230814;217
260;10;20230814;226
260;11;20230814;232
260;12;20230814;240
260;13;20230814;253
260;14;20230814;254
260;15;20230814;249
260;16;20230814;254
260;17;20230814;258
260;18;20230814;249
260;19;20230814;199
260;20;20230814;176
260;21;20230814;171
260;22;20230814;167
260;23;20230814;195
260;24;20230814;177
260;1;20230815;174
260;2;20230815;162
260;3;20230815;178
260;4;20230815;170
260;5;20230815;160
260;6;20230815;186
260;7;20230815;190
260;8;20230815;200
260;9;20230815;209
260;10;20230815;208
260;11;20230815;214
260;12;20230815;219
260;13;20230815;220
260;14;20230815;228
260;15;20230815;240
260;16;20230815;224
260;17;20230815;214
260;18;20230815;205
260;19;20230815;182
260;20;20230815;150
260;21;20230815;139
260;22;20230815;135
260;23;20230815;128
260;24;20230815;122
260;1;20230816;118
260;2;20230816;114
260;3;20230816;121
260;4;20230816;109
260;5;20230816;110
260;6;20230816;154
260;7;20230816;182
260;8;20230816;194
260;9;20230816;207
260;10;20230816;218
260;11;20230816;222
260;12;20230816;232
260;13;20230816;234
260;14;20230816;232
260;15;20230816;233
260;16;20230816;227
260;17;20230816;224
260;18;20230816;217
260;19;20230816;209
260;20;20230816;200
260;21;20230816;191
260;22;20230816;182
260;23;20230816;174
260;24;20230816;172
260;1;20230817;167
260;2;20230817;161
260;3;20230817;161
260;4;20230817;161
260;5;20230817;160
260;6;20230817;165
260;7;20230817;168
260;8;20230817;178
260;9;20230817;188
260;10;20230817;198
260;11;20230817;194
260;12;20230817;193
260;13;20230817;194
260;14;20230817;197
260;15;20230817;199
260;16;20230817;196
260;17;20230817;191
260;18;20230817;187
260;19;20230817;185
260;20;20230817;183
260;21;20230817;185
260;22;20230817;183
260;23;20230817;181
260;24;20230817;175
260;1;20230818;170
260;2;20230818;164
260;3;20230818;160
260;4;20230818;159
260;5;20230818;160
260;6;20230818;165
260;7;20230818;170
260;8;20230818;184
260;9;20230818;201
260;10;20230818;216
260;11;20230818;220
260;12;20230818;239
260;13;20230818;250
260;14;20230818;262
260;15;20230818;267
260;16;20230818;254
260;17;20230818;252
260;18;20230818;246
260;19;20230818;231
260;20;20230818;214
260;21;20230818;208
260;22;20230818;218
260;23;20230818;220
260;24;20230818;221
260;1;20230819;218
260;2;20230819;228
260;3;20230819;226
260;4;20230819;226
260;5;20230819;225
260;6;20230819;230
260;7;20230819;241
260;8;20230819;248
260;9;20230819;251
260;10;20230819;250
260;11;20230819;253
260;12;20230819;245
260;13;20230819;224
260;14;20230819;218
260;15;20230819;230
260;16;20230819;232
260;17;20230819;232
260;18;20230819;221
260;19;20230819;199
260;20;20230819;176
260;21;20230819;161
260;22;20230819;171
260;23;20230819;168
260;24;20230819;155
260;1;20230820;159
260;2;20230820;158
260;3;20230820;143
260;4;20230820;147
260;5;20230820;138
260;6;20230820;169
260;7;20230820;195
260;8;20230820;209
260;9;20230820;221
260;10;20230820;233
260;11;20230820;245
260;12;20230820;244
260;13;20230820;252
260;14;20230820;244
260;15;20230820;245
260;16;20230820;248
260;17;20230820;236
260;18;20230820;227
260;19;20230820;197
260;20;20230820;181
260;21;20230820;171
260;22;20230820;167
